127.0.0.1 - - [29/Jan/2024:09:45:17 -0800] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:40:29 -0800] "GET /Shopaholic/images/desk.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:40:30 -0800] "POST /Shopaholic/AddToCartServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:40:30 -0800] "GET /Shopaholic/UserServlet HTTP/1.1" 200 4973
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:40:32 -0800] "GET /Shopaholic/LogoutServlet?UserType=User HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:40:32 -0800] "GET /Shopaholic/login.jsp HTTP/1.1" 200 3737
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:40:35 -0800] "POST /Shopaholic/LoginServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:40:35 -0800] "GET /Shopaholic/UserServlet HTTP/1.1" 200 4973
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:40:36 -0800] "POST /Shopaholic/EditCartServlet HTTP/1.1" 200 2011
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:40:39 -0800] "GET /Shopaholic/UserServlet? HTTP/1.1" 200 4973
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:40:43 -0800] "POST /Shopaholic/EditCartServlet HTTP/1.1" 200 2011
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:40:44 -0800] "POST /Shopaholic/EditCartServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:40:44 -0800] "GET /Shopaholic/EditCartServlet HTTP/1.1" 200 1526
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:40:44 -0800] "POST /Shopaholic/EditCartServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:40:44 -0800] "GET /Shopaholic/EditCartServlet HTTP/1.1" 200 1053
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:40:45 -0800] "GET /Shopaholic/UserServlet? HTTP/1.1" 200 4973
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:40:46 -0800] "GET /Shopaholic/UserServlet? HTTP/1.1" 200 4973
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:40:47 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:40:47 -0800] "GET /Shopaholic/images/headphone.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:40:47 -0800] "GET /Shopaholic/images/hat.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:40:47 -0800] "GET /Shopaholic/images/gray-sofa-brown-living-room-with-copy-space.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:40:47 -0800] "GET /Shopaholic/images/tv-stand-fotor-bg-remover-2024012994435.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:40:47 -0800] "GET /Shopaholic/images/desk.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:40:48 -0800] "POST /Shopaholic/AddToCartServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:40:48 -0800] "GET /Shopaholic/UserServlet HTTP/1.1" 200 4973
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:40:50 -0800] "POST /Shopaholic/EditCartServlet HTTP/1.1" 200 1538
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:42:09 -0800] "POST /Shopaholic/EditCartServlet HTTP/1.1" 200 1538
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:42:09 -0800] "GET /Shopaholic/style.css HTTP/1.1" 200 4973
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:42:09 -0800] "GET /Shopaholic/images/headphone.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:42:09 -0800] "GET /Shopaholic/style.css HTTP/1.1" 200 4973
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:43:40 -0800] "POST /Shopaholic/EditCartServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:43:40 -0800] "GET /Shopaholic/EditCartServlet HTTP/1.1" 200 1053
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:43:41 -0800] "GET /Shopaholic/UserServlet? HTTP/1.1" 200 4973
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:43:42 -0800] "GET /Shopaholic/UserServlet? HTTP/1.1" 200 4973
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:43:42 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:43:42 -0800] "GET /Shopaholic/images/headphone.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:43:42 -0800] "GET /Shopaholic/images/hat.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:43:42 -0800] "GET /Shopaholic/images/gray-sofa-brown-living-room-with-copy-space.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:43:42 -0800] "GET /Shopaholic/images/tv-stand-fotor-bg-remover-2024012994435.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:43:42 -0800] "GET /Shopaholic/images/desk.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:43:43 -0800] "POST /Shopaholic/AddToCartServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:43:43 -0800] "GET /Shopaholic/UserServlet HTTP/1.1" 200 4973
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:43:45 -0800] "POST /Shopaholic/EditCartServlet HTTP/1.1" 200 1569
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:43:47 -0800] "GET /Shopaholic/UserServlet? HTTP/1.1" 200 4973
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:43:58 -0800] "GET /Shopaholic/UserServlet? HTTP/1.1" 200 4973
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:43:58 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:43:58 -0800] "GET /Shopaholic/images/headphone.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:43:58 -0800] "GET /Shopaholic/images/hat.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:43:58 -0800] "GET /Shopaholic/images/gray-sofa-brown-living-room-with-copy-space.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:43:58 -0800] "GET /Shopaholic/images/tv-stand-fotor-bg-remover-2024012994435.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:43:58 -0800] "GET /Shopaholic/images/desk.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:43:59 -0800] "POST /Shopaholic/AddToCartServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:43:59 -0800] "GET /Shopaholic/UserServlet HTTP/1.1" 200 4973
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:44:01 -0800] "POST /Shopaholic/EditCartServlet HTTP/1.1" 200 2053
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:44:03 -0800] "POST /Shopaholic/EditCartServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:44:03 -0800] "GET /Shopaholic/EditCartServlet HTTP/1.1" 200 1569
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:44:04 -0800] "POST /Shopaholic/EditCartServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:44:04 -0800] "GET /Shopaholic/EditCartServlet HTTP/1.1" 200 1053
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:44:05 -0800] "GET /Shopaholic/UserServlet? HTTP/1.1" 200 4973
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:44:08 -0800] "GET /Shopaholic/UserServlet? HTTP/1.1" 200 4973
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:44:08 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:44:08 -0800] "GET /Shopaholic/images/headphone.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:44:08 -0800] "GET /Shopaholic/images/hat.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:44:08 -0800] "GET /Shopaholic/images/gray-sofa-brown-living-room-with-copy-space.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:44:08 -0800] "GET /Shopaholic/images/tv-stand-fotor-bg-remover-2024012994435.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:44:08 -0800] "GET /Shopaholic/images/desk.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:44:08 -0800] "POST /Shopaholic/AddToCartServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:44:08 -0800] "GET /Shopaholic/UserServlet HTTP/1.1" 200 4973
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:44:10 -0800] "POST /Shopaholic/EditCartServlet HTTP/1.1" 200 1569
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:44:33 -0800] "POST /Shopaholic/EditCartServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:44:33 -0800] "GET /Shopaholic/EditCartServlet HTTP/1.1" 200 1053
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:44:34 -0800] "GET /Shopaholic/UserServlet? HTTP/1.1" 200 4973
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:44:36 -0800] "GET /Shopaholic/UserServlet? HTTP/1.1" 200 4973
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:44:36 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:44:36 -0800] "GET /Shopaholic/images/headphone.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:44:36 -0800] "GET /Shopaholic/images/hat.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:44:36 -0800] "GET /Shopaholic/images/gray-sofa-brown-living-room-with-copy-space.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:44:36 -0800] "GET /Shopaholic/images/tv-stand-fotor-bg-remover-2024012994435.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:44:36 -0800] "GET /Shopaholic/images/desk.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:44:38 -0800] "POST /Shopaholic/AddToCartServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:44:38 -0800] "GET /Shopaholic/UserServlet HTTP/1.1" 200 4973
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:44:39 -0800] "POST /Shopaholic/EditCartServlet HTTP/1.1" 200 1538
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:47:56 -0800] "POST /Shopaholic/EditCartServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:47:56 -0800] "GET /Shopaholic/EditCartServlet HTTP/1.1" 200 1053
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:47:57 -0800] "GET /Shopaholic/EditCartServlet HTTP/1.1" 200 1053
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:47:57 -0800] "GET /Shopaholic/style.css HTTP/1.1" 200 4973
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:47:58 -0800] "GET /Shopaholic/style.css HTTP/1.1" 200 4973
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:47:59 -0800] "GET /Shopaholic/UserServlet? HTTP/1.1" 200 4973
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:48:01 -0800] "POST /Shopaholic/AddToCartServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:48:01 -0800] "GET /Shopaholic/UserServlet HTTP/1.1" 200 4973
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:48:03 -0800] "POST /Shopaholic/EditCartServlet HTTP/1.1" 200 1569
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:48:22 -0800] "GET /Shopaholic/UserServlet? HTTP/1.1" 200 4973
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:48:23 -0800] "POST /Shopaholic/AddToCartServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:48:23 -0800] "GET /Shopaholic/UserServlet HTTP/1.1" 200 4973
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:48:25 -0800] "POST /Shopaholic/EditCartServlet HTTP/1.1" 200 1569
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:48:27 -0800] "GET /Shopaholic/UserServlet? HTTP/1.1" 200 4973
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:48:29 -0800] "GET /Shopaholic/UserServlet? HTTP/1.1" 200 4973
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:48:29 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:48:29 -0800] "GET /Shopaholic/images/headphone.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:48:29 -0800] "GET /Shopaholic/images/hat.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:48:29 -0800] "GET /Shopaholic/images/gray-sofa-brown-living-room-with-copy-space.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:48:29 -0800] "GET /Shopaholic/images/tv-stand-fotor-bg-remover-2024012994435.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:48:29 -0800] "GET /Shopaholic/images/desk.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:48:31 -0800] "POST /Shopaholic/AddToCartServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:48:31 -0800] "GET /Shopaholic/UserServlet HTTP/1.1" 200 4973
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:48:33 -0800] "POST /Shopaholic/EditCartServlet HTTP/1.1" 200 2041
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:49:47 -0800] "POST /Shopaholic/EditCartServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:49:47 -0800] "GET /Shopaholic/EditCartServlet HTTP/1.1" 200 1569
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:49:47 -0800] "POST /Shopaholic/EditCartServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:49:47 -0800] "GET /Shopaholic/EditCartServlet HTTP/1.1" 200 1053
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:49:48 -0800] "GET /Shopaholic/UserServlet? HTTP/1.1" 200 4973
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:49:49 -0800] "GET /Shopaholic/UserServlet? HTTP/1.1" 200 4973
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:49:49 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:49:49 -0800] "GET /Shopaholic/images/headphone.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:49:49 -0800] "GET /Shopaholic/images/hat.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:49:49 -0800] "GET /Shopaholic/images/gray-sofa-brown-living-room-with-copy-space.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:49:49 -0800] "GET /Shopaholic/images/tv-stand-fotor-bg-remover-2024012994435.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:49:49 -0800] "GET /Shopaholic/images/desk.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:49:51 -0800] "POST /Shopaholic/AddToCartServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:49:51 -0800] "GET /Shopaholic/UserServlet HTTP/1.1" 200 4973
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:49:52 -0800] "POST /Shopaholic/EditCartServlet HTTP/1.1" 200 1569
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:49:59 -0800] "GET /Shopaholic/UserServlet? HTTP/1.1" 200 4973
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:50:01 -0800] "POST /Shopaholic/EditCartServlet HTTP/1.1" 200 1569
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:50:03 -0800] "GET /Shopaholic/UserServlet? HTTP/1.1" 200 4973
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:50:07 -0800] "GET /Shopaholic/UserServlet? HTTP/1.1" 200 4973
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:50:07 -0800] "GET /Shopaholic/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:50:07 -0800] "GET /Shopaholic/images/headphone.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:50:07 -0800] "GET /Shopaholic/images/hat.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:50:07 -0800] "GET /Shopaholic/images/gray-sofa-brown-living-room-with-copy-space.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:50:07 -0800] "GET /Shopaholic/images/tv-stand-fotor-bg-remover-2024012994435.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:50:07 -0800] "GET /Shopaholic/images/desk.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:50:08 -0800] "POST /Shopaholic/AddToCartServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:50:08 -0800] "GET /Shopaholic/UserServlet HTTP/1.1" 200 4973
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:50:11 -0800] "POST /Shopaholic/AddToCartServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:50:11 -0800] "GET /Shopaholic/UserServlet HTTP/1.1" 200 4973
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:50:14 -0800] "POST /Shopaholic/AddToCartServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:50:14 -0800] "GET /Shopaholic/UserServlet HTTP/1.1" 200 4973
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:50:15 -0800] "POST /Shopaholic/EditCartServlet HTTP/1.1" 200 2555
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:50:48 -0800] "GET /Shopaholic/UserServlet? HTTP/1.1" 200 4973
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:50:49 -0800] "GET /Shopaholic/LogoutServlet?UserType=User HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:50:49 -0800] "GET /Shopaholic/login.jsp HTTP/1.1" 200 3737
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:50:50 -0800] "GET /Shopaholic/login.jsp HTTP/1.1" 200 3737
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:50:50 -0800] "GET /Shopaholic/images/signin-image.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:51:02 -0800] "GET /Shopaholic/createaccount.jsp HTTP/1.1" 200 3895
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:51:12 -0800] "POST /Shopaholic/SignUpServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:51:12 -0800] "GET /Shopaholic/MerchantServlet HTTP/1.1" 200 1284
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:51:15 -0800] "POST /Shopaholic/MerchantServlet HTTP/1.1" 200 2815
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:51:26 -0800] "POST /Shopaholic/MerchantServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:51:26 -0800] "GET /Shopaholic/MerchantServlet HTTP/1.1" 200 1771
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:51:28 -0800] "POST /Shopaholic/MerchantServlet HTTP/1.1" 200 2815
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:51:43 -0800] "POST /Shopaholic/MerchantServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:51:43 -0800] "GET /Shopaholic/MerchantServlet HTTP/1.1" 200 2228
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:51:43 -0800] "GET /Shopaholic/images/computer.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:51:45 -0800] "POST /Shopaholic/MerchantServlet HTTP/1.1" 200 2815
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:51:56 -0800] "POST /Shopaholic/MerchantServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:51:56 -0800] "GET /Shopaholic/MerchantServlet HTTP/1.1" 200 2679
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:51:56 -0800] "GET /Shopaholic/images/product-1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:52:00 -0800] "GET /Shopaholic/LogoutServlet?UserType=Merchant HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:52:00 -0800] "GET /Shopaholic/merchantlogin.jsp HTTP/1.1" 200 3270
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:52:01 -0800] "GET /Shopaholic/createaccount.jsp HTTP/1.1" 200 3895
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:52:12 -0800] "POST /Shopaholic/SignUpServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:52:12 -0800] "GET /Shopaholic/UserServlet HTTP/1.1" 200 3573
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:52:14 -0800] "POST /Shopaholic/AddToCartServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:52:14 -0800] "GET /Shopaholic/UserServlet HTTP/1.1" 200 3573
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:52:16 -0800] "POST /Shopaholic/EditCartServlet HTTP/1.1" 200 1532
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:52:29 -0800] "POST /Shopaholic/EditCartServlet HTTP/1.1" 200 1532
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:52:29 -0800] "GET /Shopaholic/style.css HTTP/1.1" 200 4973
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:52:29 -0800] "GET /Shopaholic/images/product-1.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:52:29 -0800] "GET /Shopaholic/style.css HTTP/1.1" 200 4973
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:52:31 -0800] "GET /Shopaholic/UserServlet? HTTP/1.1" 200 3573
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:52:32 -0800] "POST /Shopaholic/EditCartServlet HTTP/1.1" 200 1532
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:52:33 -0800] "POST /Shopaholic/EditCartServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:52:33 -0800] "GET /Shopaholic/EditCartServlet HTTP/1.1" 200 1053
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:52:35 -0800] "GET /Shopaholic/UserServlet? HTTP/1.1" 200 3573
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:52:36 -0800] "POST /Shopaholic/AddToCartServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:52:36 -0800] "GET /Shopaholic/UserServlet HTTP/1.1" 200 3573
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:56:07 -0800] "GET /Shopaholic/LogoutServlet?UserType=User HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:56:07 -0800] "GET /Shopaholic/login.jsp HTTP/1.1" 200 3737
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:56:08 -0800] "GET /Shopaholic/login.jsp HTTP/1.1" 200 3737
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:56:09 -0800] "GET /Shopaholic/images/signin-image.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:56:44 -0800] "GET /Shopaholic/createaccount.jsp HTTP/1.1" 200 3895
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:56:50 -0800] "POST /Shopaholic/SignUpServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:56:50 -0800] "GET /Shopaholic/UserServlet HTTP/1.1" 200 1473
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:56:52 -0800] "GET /Shopaholic/LogoutServlet?UserType=User HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:56:52 -0800] "GET /Shopaholic/login.jsp HTTP/1.1" 200 3737
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:56:55 -0800] "GET /Shopaholic/createaccount.jsp HTTP/1.1" 200 3895
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:57:04 -0800] "POST /Shopaholic/SignUpServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:57:04 -0800] "GET /Shopaholic/MerchantServlet HTTP/1.1" 200 1284
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:57:05 -0800] "POST /Shopaholic/MerchantServlet HTTP/1.1" 200 2815
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:57:16 -0800] "POST /Shopaholic/MerchantServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:57:16 -0800] "GET /Shopaholic/MerchantServlet HTTP/1.1" 200 1741
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:57:18 -0800] "GET /Shopaholic/LogoutServlet?UserType=Merchant HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:57:18 -0800] "GET /Shopaholic/merchantlogin.jsp HTTP/1.1" 200 3270
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:57:20 -0800] "GET /Shopaholic/createaccount.jsp HTTP/1.1" 200 3895
0:0:0:0:0:0:0:1 - - [29/Jan/2024:14:57:23 -0800] "GET /Shopaholic/login.jsp HTTP/1.1" 200 3737
